Date, X, Y, Z
A.D. 2023-Jun-20 00:00:00.0000 TDB, 65481.27, 32308.57, 12254.64
A.D. 2023-Jun-21 00:00:00.0000 TDB, 65427.28, 32404.73, 12297.17
A.D. 2023-Jun-22 00:00:00.0000 TDB, 65373.14, 32500.81, 12339.67
A.D. 2023-Jun-23 00:00:00.0000 TDB, 65318.83, 32596.8, 12382.14
A.D. 2023-Jun-24 00:00:00.0000 TDB, 65264.37, 32692.71, 12424.57
A.D. 2023-Jun-25 00:00:00.0000 TDB, 65209.77, 32788.54, 12466.98
A.D. 2023-Jun-26 00:00:00.0000 TDB, 65155, 32884.3, 12509.36
A.D. 2023-Jun-27 00:00:00.0000 TDB, 65100.07, 32979.98, 12551.71
A.D. 2023-Jun-28 00:00:00.0000 TDB, 65044.98, 33075.59, 12594.03
A.D. 2023-Jun-29 00:00:00.0000 TDB, 64989.73, 33171.11, 12636.32
A.D. 2023-Jun-30 00:00:00.0000 TDB, 64934.32, 33266.55, 12678.57
A.D. 2023-Jul-01 00:00:00.0000 TDB, 64878.75, 33361.9, 12720.8
A.D. 2023-Jul-02 00:00:00.0000 TDB, 64823.04, 33457.18, 12762.99
A.D. 2023-Jul-03 00:00:00.0000 TDB, 64767.16, 33552.38, 12805.16
A.D. 2023-Jul-04 00:00:00.0000 TDB, 64711.13, 33647.5, 12847.29
A.D. 2023-Jul-05 00:00:00.0000 TDB, 64654.93, 33742.54, 12889.4
A.D. 2023-Jul-06 00:00:00.0000 TDB, 64598.57, 33837.5, 12931.47
A.D. 2023-Jul-07 00:00:00.0000 TDB, 64542.04, 33932.36, 12973.51
A.D. 2023-Jul-08 00:00:00.0000 TDB, 64485.37, 34027.14, 13015.52
A.D. 2023-Jul-09 00:00:00.0000 TDB, 64428.54, 34121.83, 13057.49
A.D. 2023-Jul-10 00:00:00.0000 TDB, 64371.57, 34216.46, 13099.43
A.D. 2023-Jul-11 00:00:00.0000 TDB, 64314.44, 34310.99, 13141.34
A.D. 2023-Jul-12 00:00:00.0000 TDB, 64257.14, 34405.45, 13183.23
A.D. 2023-Jul-13 00:00:00.0000 TDB, 64199.69, 34499.82, 13225.08
A.D. 2023-Jul-14 00:00:00.0000 TDB, 64142.08, 34594.11, 13266.89
A.D. 2023-Jul-15 00:00:00.0000 TDB, 64084.32, 34688.3, 13308.67
A.D. 2023-Jul-16 00:00:00.0000 TDB, 64026.41, 34782.41, 13350.42
A.D. 2023-Jul-17 00:00:00.0000 TDB, 63968.35, 34876.45, 13392.14
A.D. 2023-Jul-18 00:00:00.0000 TDB, 63910.13, 34970.41, 13433.83
A.D. 2023-Jul-19 00:00:00.0000 TDB, 63851.74, 35064.28, 13475.49
A.D. 2023-Jul-20 00:00:00.0000 TDB, 63793.21, 35158.07, 13517.12
A.D. 2023-Jul-21 00:00:00.0000 TDB, 63734.5, 35251.77, 13558.71
A.D. 2023-Jul-22 00:00:00.0000 TDB, 63675.65, 35345.37, 13600.26
A.D. 2023-Jul-23 00:00:00.0000 TDB, 63616.64, 35438.89, 13641.78
A.D. 2023-Jul-24 00:00:00.0000 TDB, 63557.49, 35532.33, 13683.27
A.D. 2023-Jul-25 00:00:00.0000 TDB, 63498.18, 35625.68, 13724.73
A.D. 2023-Jul-26 00:00:00.0000 TDB, 63438.71, 35718.95, 13766.16
A.D. 2023-Jul-27 00:00:00.0000 TDB, 63379.09, 35812.13, 13807.55
A.D. 2023-Jul-28 00:00:00.0000 TDB, 63319.3, 35905.21, 13848.9
A.D. 2023-Jul-29 00:00:00.0000 TDB, 63259.37, 35998.21, 13890.22
A.D. 2023-Jul-30 00:00:00.0000 TDB, 63199.3, 36091.11, 13931.51
A.D. 2023-Jul-31 00:00:00.0000 TDB, 63139.08, 36183.95, 13972.76
A.D. 2023-Aug-01 00:00:00.0000 TDB, 63078.7, 36276.69, 14013.99
A.D. 2023-Aug-02 00:00:00.0000 TDB, 63018.16, 36369.35, 14055.18
A.D. 2023-Aug-03 00:00:00.0000 TDB, 62957.46, 36461.92, 14096.33
A.D. 2023-Aug-04 00:00:00.0000 TDB, 62896.61, 36554.4, 14137.46
A.D. 2023-Aug-05 00:00:00.0000 TDB, 62835.61, 36646.79, 14178.54
A.D. 2023-Aug-06 00:00:00.0000 TDB, 62774.46, 36739.09, 14219.59
A.D. 2023-Aug-07 00:00:00.0000 TDB, 62713.16, 36831.3, 14260.61
A.D. 2023-Aug-08 00:00:00.0000 TDB, 62651.7, 36923.42, 14301.59
A.D. 2023-Aug-09 00:00:00.0000 TDB, 62590.09, 37015.46, 14342.54
A.D. 2023-Aug-10 00:00:00.0000 TDB, 62528.33, 37107.41, 14383.46
A.D. 2023-Aug-11 00:00:00.0000 TDB, 62466.41, 37199.26, 14424.34
A.D. 2023-Aug-12 00:00:00.0000 TDB, 62404.33, 37291.02, 14465.17
A.D. 2023-Aug-13 00:00:00.0000 TDB, 62342.12, 37382.67, 14505.98
A.D. 2023-Aug-14 00:00:00.0000 TDB, 62279.76, 37474.25, 14546.75
A.D. 2023-Aug-15 00:00:00.0000 TDB, 62217.25, 37565.74, 14587.48
A.D. 2023-Aug-16 00:00:00.0000 TDB, 62154.59, 37657.14, 14628.19
A.D. 2023-Aug-17 00:00:00.0000 TDB, 62091.78, 37748.45, 14668.85
A.D. 2023-Aug-18 00:00:00.0000 TDB, 62028.8, 37839.67, 14709.49
A.D. 2023-Aug-19 00:00:00.0000 TDB, 61965.68, 37930.8, 14750.08
A.D. 2023-Aug-20 00:00:00.0000 TDB, 61902.41, 38021.82, 14790.64
A.D. 2023-Aug-21 00:00:00.0000 TDB, 61839, 38112.77, 14831.17
A.D. 2023-Aug-22 00:00:00.0000 TDB, 61775.43, 38203.62, 14871.66
A.D. 2023-Aug-23 00:00:00.0000 TDB, 61711.72, 38294.38, 14912.11
A.D. 2023-Aug-24 00:00:00.0000 TDB, 61647.85, 38385.05, 14952.53
A.D. 2023-Aug-25 00:00:00.0000 TDB, 61583.81, 38475.63, 14992.92
A.D. 2023-Aug-26 00:00:00.0000 TDB, 61519.64, 38566.11, 15033.26
A.D. 2023-Aug-27 00:00:00.0000 TDB, 61455.32, 38656.48, 15073.56
A.D. 2023-Aug-28 00:00:00.0000 TDB, 61390.86, 38746.77, 15113.83
A.D. 2023-Aug-29 00:00:00.0000 TDB, 61326.24, 38836.96, 15154.06
A.D. 2023-Aug-30 00:00:00.0000 TDB, 61261.48, 38927.07, 15194.26
A.D. 2023-Aug-31 00:00:00.0000 TDB, 61196.57, 39017.07, 15234.42
A.D. 2023-Sep-01 00:00:00.0000 TDB, 61131.51, 39106.99, 15274.55
A.D. 2023-Sep-02 00:00:00.0000 TDB, 61066.3, 39196.8, 15314.63
A.D. 2023-Sep-03 00:00:00.0000 TDB, 61000.94, 39286.52, 15354.68
A.D. 2023-Sep-04 00:00:00.0000 TDB, 60935.45, 39376.15, 15394.69
A.D. 2023-Sep-05 00:00:00.0000 TDB, 60869.8, 39465.69, 15434.66
A.D. 2023-Sep-06 00:00:00.0000 TDB, 60804.02, 39555.13, 15474.6
A.D. 2023-Sep-07 00:00:00.0000 TDB, 60738.07, 39644.48, 15514.51
