Date, X, Y, Z
A.D. 1900-Mar-11 00:00:00.0000 TDB, -93086.1, -106625, -246458.8
A.D. 1900-Mar-12 00:00:00.0000 TDB, -93030.95, -106634.5, -246478.7
A.D. 1900-Mar-13 00:00:00.0000 TDB, -92975.81, -106644, -246498.6
A.D. 1900-Mar-14 00:00:00.0000 TDB, -92920.66, -106653.5, -246518.4
A.D. 1900-Mar-15 00:00:00.0000 TDB, -92865.51, -106663, -246538.2
A.D. 1900-Mar-16 00:00:00.0000 TDB, -92810.35, -106672.4, -246558
A.D. 1900-Mar-17 00:00:00.0000 TDB, -92755.18, -106681.9, -246577.9
A.D. 1900-Mar-18 00:00:00.0000 TDB, -92700.02, -106691.3, -246597.7
A.D. 1900-Mar-19 00:00:00.0000 TDB, -92644.84, -106700.8, -246617.5
A.D. 1900-Mar-20 00:00:00.0000 TDB, -92589.67, -106710.3, -246637.3
A.D. 1900-Mar-21 00:00:00.0000 TDB, -92534.49, -106719.7, -246657
A.D. 1900-Mar-22 00:00:00.0000 TDB, -92479.31, -106729.1, -246676.8
A.D. 1900-Mar-23 00:00:00.0000 TDB, -92424.13, -106738.6, -246696.5
A.D. 1900-Mar-24 00:00:00.0000 TDB, -92368.93, -106748, -246716.3
A.D. 1900-Mar-25 00:00:00.0000 TDB, -92313.73, -106757.4, -246736
A.D. 1900-Mar-26 00:00:00.0000 TDB, -92258.53, -106766.8, -246755.8
A.D. 1900-Mar-27 00:00:00.0000 TDB, -92203.34, -106776.3, -246775.5
A.D. 1900-Mar-28 00:00:00.0000 TDB, -92148.13, -106785.7, -246795.2
A.D. 1900-Mar-29 00:00:00.0000 TDB, -92092.91, -106795.1, -246814.8
A.D. 1900-Mar-30 00:00:00.0000 TDB, -92037.7, -106804.5, -246834.5
A.D. 1900-Mar-31 00:00:00.0000 TDB, -91982.48, -106813.9, -246854.2
A.D. 1900-Apr-01 00:00:00.0000 TDB, -91927.26, -106823.3, -246873.9
A.D. 1900-Apr-02 00:00:00.0000 TDB, -91872.02, -106832.7, -246893.5
A.D. 1900-Apr-03 00:00:00.0000 TDB, -91816.8, -106842, -246913.1
A.D. 1900-Apr-04 00:00:00.0000 TDB, -91761.56, -106851.4, -246932.8
A.D. 1900-Apr-05 00:00:00.0000 TDB, -91706.32, -106860.8, -246952.4
A.D. 1900-Apr-06 00:00:00.0000 TDB, -91651.08, -106870.2, -246972
A.D. 1900-Apr-07 00:00:00.0000 TDB, -91595.84, -106879.5, -246991.6
A.D. 1900-Apr-08 00:00:00.0000 TDB, -91540.59, -106888.9, -247011.2
A.D. 1900-Apr-09 00:00:00.0000 TDB, -91485.33, -106898.3, -247030.7
A.D. 1900-Apr-10 00:00:00.0000 TDB, -91430.07, -106907.6, -247050.3
A.D. 1900-Apr-11 00:00:00.0000 TDB, -91374.81, -106916.9, -247069.8
A.D. 1900-Apr-12 00:00:00.0000 TDB, -91319.54, -106926.3, -247089.4
A.D. 1900-Apr-13 00:00:00.0000 TDB, -91264.27, -106935.6, -247108.9
A.D. 1900-Apr-14 00:00:00.0000 TDB, -91209, -106945, -247128.4
A.D. 1900-Apr-15 00:00:00.0000 TDB, -91153.72, -106954.3, -247147.9
A.D. 1900-Apr-16 00:00:00.0000 TDB, -91098.44, -106963.6, -247167.4
A.D. 1900-Apr-17 00:00:00.0000 TDB, -91043.15, -106972.9, -247186.9
A.D. 1900-Apr-18 00:00:00.0000 TDB, -90987.86, -106982.2, -247206.4
A.D. 1900-Apr-19 00:00:00.0000 TDB, -90932.56, -106991.6, -247225.9
A.D. 1900-Apr-20 00:00:00.0000 TDB, -90877.27, -107000.9, -247245.3
A.D. 1900-Apr-21 00:00:00.0000 TDB, -90821.96, -107010.2, -247264.8
A.D. 1900-Apr-22 00:00:00.0000 TDB, -90766.66, -107019.5, -247284.2
A.D. 1900-Apr-23 00:00:00.0000 TDB, -90711.35, -107028.8, -247303.6
A.D. 1900-Apr-24 00:00:00.0000 TDB, -90656.04, -107038, -247323
A.D. 1900-Apr-25 00:00:00.0000 TDB, -90600.73, -107047.3, -247342.4
A.D. 1900-Apr-26 00:00:00.0000 TDB, -90545.4, -107056.6, -247361.8
A.D. 1900-Apr-27 00:00:00.0000 TDB, -90490.07, -107065.9, -247381.2
A.D. 1900-Apr-28 00:00:00.0000 TDB, -90434.74, -107075.1, -247400.5
A.D. 1900-Apr-29 00:00:00.0000 TDB, -90379.41, -107084.4, -247419.9
A.D. 1900-Apr-30 00:00:00.0000 TDB, -90324.06, -107093.7, -247439.3
A.D. 1900-May-01 00:00:00.0000 TDB, -90268.73, -107102.9, -247458.6
A.D. 1900-May-02 00:00:00.0000 TDB, -90213.38, -107112.2, -247477.9
A.D. 1900-May-03 00:00:00.0000 TDB, -90158.04, -107121.4, -247497.2
A.D. 1900-May-04 00:00:00.0000 TDB, -90102.68, -107130.6, -247516.5
A.D. 1900-May-05 00:00:00.0000 TDB, -90047.33, -107139.9, -247535.8
A.D. 1900-May-06 00:00:00.0000 TDB, -89991.97, -107149.1, -247555.1
A.D. 1900-May-07 00:00:00.0000 TDB, -89936.6, -107158.3, -247574.4
A.D. 1900-May-08 00:00:00.0000 TDB, -89881.23, -107167.6, -247593.7
A.D. 1900-May-09 00:00:00.0000 TDB, -89825.86, -107176.8, -247612.9
A.D. 1900-May-10 00:00:00.0000 TDB, -89770.48, -107186, -247632.2
A.D. 1900-May-11 00:00:00.0000 TDB, -89715.1, -107195.2, -247651.4
A.D. 1900-May-12 00:00:00.0000 TDB, -89659.72, -107204.4, -247670.6
A.D. 1900-May-13 00:00:00.0000 TDB, -89604.34, -107213.6, -247689.8
A.D. 1900-May-14 00:00:00.0000 TDB, -89548.94, -107222.8, -247709
A.D. 1900-May-15 00:00:00.0000 TDB, -89493.54, -107232, -247728.2
A.D. 1900-May-16 00:00:00.0000 TDB, -89438.14, -107241.2, -247747.4
A.D. 1900-May-17 00:00:00.0000 TDB, -89382.74, -107250.4, -247766.5
A.D. 1900-May-18 00:00:00.0000 TDB, -89327.34, -107259.5, -247785.7
A.D. 1900-May-19 00:00:00.0000 TDB, -89271.92, -107268.7, -247804.8
A.D. 1900-May-20 00:00:00.0000 TDB, -89216.52, -107277.9, -247824
A.D. 1900-May-21 00:00:00.0000 TDB, -89161.09, -107287, -247843.1
A.D. 1900-May-22 00:00:00.0000 TDB, -89105.67, -107296.2, -247862.2
A.D. 1900-May-23 00:00:00.0000 TDB, -89050.24, -107305.3, -247881.3
A.D. 1900-May-24 00:00:00.0000 TDB, -88994.81, -107314.5, -247900.4
A.D. 1900-May-25 00:00:00.0000 TDB, -88939.38, -107323.6, -247919.5
A.D. 1900-May-26 00:00:00.0000 TDB, -88883.94, -107332.8, -247938.5
A.D. 1900-May-27 00:00:00.0000 TDB, -88828.49, -107341.9, -247957.6
A.D. 1900-May-28 00:00:00.0000 TDB, -88773.05, -107351, -247976.7
A.D. 1900-May-29 00:00:00.0000 TDB, -88717.6, -107360.2, -247995.7
A.D. 1900-May-30 00:00:00.0000 TDB, -88662.15, -107369.3, -248014.7
A.D. 1900-May-31 00:00:00.0000 TDB, -88606.7, -107378.4, -248033.7
A.D. 1900-Jun-01 00:00:00.0000 TDB, -88551.23, -107387.5, -248052.7
A.D. 1900-Jun-02 00:00:00.0000 TDB, -88495.77, -107396.6, -248071.7
A.D. 1900-Jun-03 00:00:00.0000 TDB, -88440.3, -107405.7, -248090.7
A.D. 1900-Jun-04 00:00:00.0000 TDB, -88384.83, -107414.8, -248109.7
A.D. 1900-Jun-05 00:00:00.0000 TDB, -88329.35, -107423.9, -248128.6
A.D. 1900-Jun-06 00:00:00.0000 TDB, -88273.87, -107433, -248147.6
A.D. 1900-Jun-07 00:00:00.0000 TDB, -88218.39, -107442.1, -248166.5
A.D. 1900-Jun-08 00:00:00.0000 TDB, -88162.9, -107451.1, -248185.5
A.D. 1900-Jun-09 00:00:00.0000 TDB, -88107.41, -107460.2, -248204.4
A.D. 1900-Jun-10 00:00:00.0000 TDB, -88051.91, -107469.3, -248223.3
A.D. 1900-Jun-11 00:00:00.0000 TDB, -87996.41, -107478.4, -248242.2
A.D. 1900-Jun-12 00:00:00.0000 TDB, -87940.91, -107487.4, -248261.1
A.D. 1900-Jun-13 00:00:00.0000 TDB, -87885.4, -107496.5, -248280
A.D. 1900-Jun-14 00:00:00.0000 TDB, -87829.89, -107505.5, -248298.8
A.D. 1900-Jun-15 00:00:00.0000 TDB, -87774.38, -107514.6, -248317.7
A.D. 1900-Jun-16 00:00:00.0000 TDB, -87718.86, -107523.6, -248336.5
A.D. 1900-Jun-17 00:00:00.0000 TDB, -87663.34, -107532.6, -248355.4
A.D. 1900-Jun-18 00:00:00.0000 TDB, -87607.81, -107541.7, -248374.2
A.D. 1900-Jun-19 00:00:00.0000 TDB, -87552.28, -107550.7, -248393
A.D. 1900-Jun-20 00:00:00.0000 TDB, -87496.75, -107559.7, -248411.8
A.D. 1900-Jun-21 00:00:00.0000 TDB, -87441.21, -107568.7, -248430.6
A.D. 1900-Jun-22 00:00:00.0000 TDB, -87385.67, -107577.8, -248449.4
A.D. 1900-Jun-23 00:00:00.0000 TDB, -87330.13, -107586.8, -248468.1
A.D. 1900-Jun-24 00:00:00.0000 TDB, -87274.58, -107595.8, -248486.9
A.D. 1900-Jun-25 00:00:00.0000 TDB, -87219.02, -107604.8, -248505.7
A.D. 1900-Jun-26 00:00:00.0000 TDB, -87163.47, -107613.8, -248524.4
A.D. 1900-Jun-27 00:00:00.0000 TDB, -87107.91, -107622.8, -248543.1
A.D. 1900-Jun-28 00:00:00.0000 TDB, -87052.34, -107631.7, -248561.8
A.D. 1900-Jun-29 00:00:00.0000 TDB, -86996.78, -107640.7, -248580.5
A.D. 1900-Jun-30 00:00:00.0000 TDB, -86941.21, -107649.7, -248599.2
A.D. 1900-Jul-01 00:00:00.0000 TDB, -86885.64, -107658.7, -248617.9
A.D. 1900-Jul-02 00:00:00.0000 TDB, -86830.06, -107667.6, -248636.6
A.D. 1900-Jul-03 00:00:00.0000 TDB, -86774.48, -107676.6, -248655.3
A.D. 1900-Jul-04 00:00:00.0000 TDB, -86718.89, -107685.6, -248673.9
A.D. 1900-Jul-05 00:00:00.0000 TDB, -86663.3, -107694.5, -248692.5
A.D. 1900-Jul-06 00:00:00.0000 TDB, -86607.7, -107703.5, -248711.2
A.D. 1900-Jul-07 00:00:00.0000 TDB, -86552.11, -107712.4, -248729.8
A.D. 1900-Jul-08 00:00:00.0000 TDB, -86496.51, -107721.3, -248748.4
A.D. 1900-Jul-09 00:00:00.0000 TDB, -86440.91, -107730.3, -248767
A.D. 1900-Jul-10 00:00:00.0000 TDB, -86385.29, -107739.2, -248785.6
A.D. 1900-Jul-11 00:00:00.0000 TDB, -86329.68, -107748.1, -248804.2
A.D. 1900-Jul-12 00:00:00.0000 TDB, -86274.07, -107757.1, -248822.7
A.D. 1900-Jul-13 00:00:00.0000 TDB, -86218.45, -107766, -248841.3
A.D. 1900-Jul-14 00:00:00.0000 TDB, -86162.83, -107774.9, -248859.8
A.D. 1900-Jul-15 00:00:00.0000 TDB, -86107.2, -107783.8, -248878.4
A.D. 1900-Jul-16 00:00:00.0000 TDB, -86051.57, -107792.7, -248896.9
A.D. 1900-Jul-17 00:00:00.0000 TDB, -85995.93, -107801.6, -248915.4
A.D. 1900-Jul-18 00:00:00.0000 TDB, -85940.3, -107810.5, -248933.9
A.D. 1900-Jul-19 00:00:00.0000 TDB, -85884.66, -107819.4, -248952.4
A.D. 1900-Jul-20 00:00:00.0000 TDB, -85829.01, -107828.3, -248970.9
A.D. 1900-Jul-21 00:00:00.0000 TDB, -85773.36, -107837.1, -248989.3
A.D. 1900-Jul-22 00:00:00.0000 TDB, -85717.71, -107846, -249007.8
A.D. 1900-Jul-23 00:00:00.0000 TDB, -85662.05, -107854.9, -249026.3
A.D. 1900-Jul-24 00:00:00.0000 TDB, -85606.39, -107863.7, -249044.7
A.D. 1900-Jul-25 00:00:00.0000 TDB, -85550.73, -107872.6, -249063.1
A.D. 1900-Jul-26 00:00:00.0000 TDB, -85495.06, -107881.5, -249081.5
A.D. 1900-Jul-27 00:00:00.0000 TDB, -85439.39, -107890.3, -249099.9
A.D. 1900-Jul-28 00:00:00.0000 TDB, -85383.72, -107899.2, -249118.3
A.D. 1900-Jul-29 00:00:00.0000 TDB, -85328.04, -107908, -249136.7
A.D. 1900-Jul-30 00:00:00.0000 TDB, -85272.35, -107916.8, -249155.1
A.D. 1900-Jul-31 00:00:00.0000 TDB, -85216.66, -107925.7, -249173.5
A.D. 1900-Aug-01 00:00:00.0000 TDB, -85160.98, -107934.5, -249191.8
A.D. 1900-Aug-02 00:00:00.0000 TDB, -85105.28, -107943.3, -249210.1
A.D. 1900-Aug-03 00:00:00.0000 TDB, -85049.58, -107952.1, -249228.5
A.D. 1900-Aug-04 00:00:00.0000 TDB, -84993.88, -107961, -249246.8
A.D. 1900-Aug-05 00:00:00.0000 TDB, -84938.18, -107969.8, -249265.1
A.D. 1900-Aug-06 00:00:00.0000 TDB, -84882.48, -107978.6, -249283.4
A.D. 1900-Aug-07 00:00:00.0000 TDB, -84826.77, -107987.4, -249301.7
A.D. 1900-Aug-08 00:00:00.0000 TDB, -84771.05, -107996.2, -249320
A.D. 1900-Aug-09 00:00:00.0000 TDB, -84715.33, -108005, -249338.2
A.D. 1900-Aug-10 00:00:00.0000 TDB, -84659.61, -108013.7, -249356.5
A.D. 1900-Aug-11 00:00:00.0000 TDB, -84603.88, -108022.5, -249374.7
A.D. 1900-Aug-12 00:00:00.0000 TDB, -84548.15, -108031.3, -249393
A.D. 1900-Aug-13 00:00:00.0000 TDB, -84492.41, -108040.1, -249411.2
A.D. 1900-Aug-14 00:00:00.0000 TDB, -84436.68, -108048.8, -249429.4
A.D. 1900-Aug-15 00:00:00.0000 TDB, -84380.94, -108057.6, -249447.6
A.D. 1900-Aug-16 00:00:00.0000 TDB, -84325.19, -108066.4, -249465.8
A.D. 1900-Aug-17 00:00:00.0000 TDB, -84269.45, -108075.1, -249484
A.D. 1900-Aug-18 00:00:00.0000 TDB, -84213.7, -108083.9, -249502.1
A.D. 1900-Aug-19 00:00:00.0000 TDB, -84157.94, -108092.6, -249520.3
A.D. 1900-Aug-20 00:00:00.0000 TDB, -84102.18, -108101.4, -249538.4
A.D. 1900-Aug-21 00:00:00.0000 TDB, -84046.42, -108110.1, -249556.6
A.D. 1900-Aug-22 00:00:00.0000 TDB, -83990.65, -108118.8, -249574.7
A.D. 1900-Aug-23 00:00:00.0000 TDB, -83934.88, -108127.5, -249592.8
A.D. 1900-Aug-24 00:00:00.0000 TDB, -83879.11, -108136.3, -249610.9
A.D. 1900-Aug-25 00:00:00.0000 TDB, -83823.34, -108145, -249629
A.D. 1900-Aug-26 00:00:00.0000 TDB, -83767.55, -108153.7, -249647.1
A.D. 1900-Aug-27 00:00:00.0000 TDB, -83711.77, -108162.4, -249665.2
A.D. 1900-Aug-28 00:00:00.0000 TDB, -83655.98, -108171.1, -249683.2
A.D. 1900-Aug-29 00:00:00.0000 TDB, -83600.19, -108179.8, -249701.3
A.D. 1900-Aug-30 00:00:00.0000 TDB, -83544.39, -108188.5, -249719.3
A.D. 1900-Aug-31 00:00:00.0000 TDB, -83488.59, -108197.2, -249737.3
A.D. 1900-Sep-01 00:00:00.0000 TDB, -83432.79, -108205.9, -249755.4
A.D. 1900-Sep-02 00:00:00.0000 TDB, -83376.98, -108214.5, -249773.4
A.D. 1900-Sep-03 00:00:00.0000 TDB, -83321.18, -108223.2, -249791.4
A.D. 1900-Sep-04 00:00:00.0000 TDB, -83265.36, -108231.9, -249809.4
A.D. 1900-Sep-05 00:00:00.0000 TDB, -83209.55, -108240.5, -249827.4
A.D. 1900-Sep-06 00:00:00.0000 TDB, -83153.73, -108249.2, -249845.3
A.D. 1900-Sep-07 00:00:00.0000 TDB, -83097.9, -108257.9, -249863.3
A.D. 1900-Sep-08 00:00:00.0000 TDB, -83042.07, -108266.5, -249881.2
A.D. 1900-Sep-09 00:00:00.0000 TDB, -82986.25, -108275.2, -249899.1
A.D. 1900-Sep-10 00:00:00.0000 TDB, -82930.41, -108283.8, -249917.1
A.D. 1900-Sep-11 00:00:00.0000 TDB, -82874.57, -108292.4, -249935
A.D. 1900-Sep-12 00:00:00.0000 TDB, -82818.73, -108301.1, -249952.9
A.D. 1900-Sep-13 00:00:00.0000 TDB, -82762.88, -108309.7, -249970.8
A.D. 1900-Sep-14 00:00:00.0000 TDB, -82707.03, -108318.3, -249988.6
A.D. 1900-Sep-15 00:00:00.0000 TDB, -82651.18, -108326.9, -250006.5
A.D. 1900-Sep-16 00:00:00.0000 TDB, -82595.33, -108335.6, -250024.4
A.D. 1900-Sep-17 00:00:00.0000 TDB, -82539.47, -108344.2, -250042.2
A.D. 1900-Sep-18 00:00:00.0000 TDB, -82483.61, -108352.8, -250060.1
A.D. 1900-Sep-19 00:00:00.0000 TDB, -82427.74, -108361.4, -250077.9
A.D. 1900-Sep-20 00:00:00.0000 TDB, -82371.88, -108370, -250095.7
A.D. 1900-Sep-21 00:00:00.0000 TDB, -82316, -108378.5, -250113.5
A.D. 1900-Sep-22 00:00:00.0000 TDB, -82260.13, -108387.1, -250131.3
A.D. 1900-Sep-23 00:00:00.0000 TDB, -82204.23, -108395.7, -250149.1
A.D. 1900-Sep-24 00:00:00.0000 TDB, -82148.35, -108404.3, -250166.8
A.D. 1900-Sep-25 00:00:00.0000 TDB, -82092.46, -108412.9, -250184.6
A.D. 1900-Sep-26 00:00:00.0000 TDB, -82036.57, -108421.4, -250202.3
A.D. 1900-Sep-27 00:00:00.0000 TDB, -81980.68, -108430, -250220.1
A.D. 1900-Sep-28 00:00:00.0000 TDB, -81924.78, -108438.6, -250237.8
A.D. 1900-Sep-29 00:00:00.0000 TDB, -81868.88, -108447.1, -250255.5
A.D. 1900-Sep-30 00:00:00.0000 TDB, -81812.98, -108455.7, -250273.3
A.D. 1900-Oct-01 00:00:00.0000 TDB, -81757.07, -108464.2, -250290.9
A.D. 1900-Oct-02 00:00:00.0000 TDB, -81701.15, -108472.7, -250308.6
A.D. 1900-Oct-03 00:00:00.0000 TDB, -81645.23, -108481.3, -250326.3
A.D. 1900-Oct-04 00:00:00.0000 TDB, -81589.32, -108489.8, -250344
A.D. 1900-Oct-05 00:00:00.0000 TDB, -81533.4, -108498.3, -250361.6
A.D. 1900-Oct-06 00:00:00.0000 TDB, -81477.47, -108506.9, -250379.3
A.D. 1900-Oct-07 00:00:00.0000 TDB, -81421.54, -108515.4, -250396.9
A.D. 1900-Oct-08 00:00:00.0000 TDB, -81365.61, -108523.9, -250414.5
A.D. 1900-Oct-09 00:00:00.0000 TDB, -81309.66, -108532.4, -250432.1
A.D. 1900-Oct-10 00:00:00.0000 TDB, -81253.72, -108540.9, -250449.7
A.D. 1900-Oct-11 00:00:00.0000 TDB, -81197.78, -108549.4, -250467.3
A.D. 1900-Oct-12 00:00:00.0000 TDB, -81141.83, -108557.9, -250484.9
A.D. 1900-Oct-13 00:00:00.0000 TDB, -81085.88, -108566.4, -250502.5
A.D. 1900-Oct-14 00:00:00.0000 TDB, -81029.93, -108574.9, -250520
A.D. 1900-Oct-15 00:00:00.0000 TDB, -80973.98, -108583.3, -250537.5
A.D. 1900-Oct-16 00:00:00.0000 TDB, -80918.02, -108591.8, -250555.1
A.D. 1900-Oct-17 00:00:00.0000 TDB, -80862.05, -108600.3, -250572.6
A.D. 1900-Oct-18 00:00:00.0000 TDB, -80806.08, -108608.7, -250590.1
A.D. 1900-Oct-19 00:00:00.0000 TDB, -80750.11, -108617.2, -250607.6
A.D. 1900-Oct-20 00:00:00.0000 TDB, -80694.13, -108625.6, -250625.1
A.D. 1900-Oct-21 00:00:00.0000 TDB, -80638.15, -108634.1, -250642.6
A.D. 1900-Oct-22 00:00:00.0000 TDB, -80582.16, -108642.5, -250660.1
A.D. 1900-Oct-23 00:00:00.0000 TDB, -80526.18, -108651, -250677.5
A.D. 1900-Oct-24 00:00:00.0000 TDB, -80470.2, -108659.4, -250695
A.D. 1900-Oct-25 00:00:00.0000 TDB, -80414.2, -108667.9, -250712.4
A.D. 1900-Oct-26 00:00:00.0000 TDB, -80358.2, -108676.3, -250729.9
A.D. 1900-Oct-27 00:00:00.0000 TDB, -80302.21, -108684.7, -250747.3
A.D. 1900-Oct-28 00:00:00.0000 TDB, -80246.2, -108693.1, -250764.7
A.D. 1900-Oct-29 00:00:00.0000 TDB, -80190.2, -108701.5, -250782.1
A.D. 1900-Oct-30 00:00:00.0000 TDB, -80134.19, -108710, -250799.5
A.D. 1900-Oct-31 00:00:00.0000 TDB, -80078.18, -108718.4, -250816.8
A.D. 1900-Nov-01 00:00:00.0000 TDB, -80022.16, -108726.7, -250834.2
A.D. 1900-Nov-02 00:00:00.0000 TDB, -79966.14, -108735.1, -250851.5
A.D. 1900-Nov-03 00:00:00.0000 TDB, -79910.11, -108743.5, -250868.9
A.D. 1900-Nov-04 00:00:00.0000 TDB, -79854.09, -108751.9, -250886.2
A.D. 1900-Nov-05 00:00:00.0000 TDB, -79798.05, -108760.3, -250903.5
A.D. 1900-Nov-06 00:00:00.0000 TDB, -79742.02, -108768.7, -250920.8
A.D. 1900-Nov-07 00:00:00.0000 TDB, -79685.98, -108777, -250938.1
A.D. 1900-Nov-08 00:00:00.0000 TDB, -79629.94, -108785.4, -250955.4
A.D. 1900-Nov-09 00:00:00.0000 TDB, -79573.89, -108793.8, -250972.7
A.D. 1900-Nov-10 00:00:00.0000 TDB, -79517.85, -108802.1, -250990
