Date, X, Y, Z
A.D. 2023-Jun-25 00:00:00.0000 TDB, 445759.7, -22984.93, -29042.07
A.D. 2023-Jun-26 00:00:00.0000 TDB, 445763.1, -22967.16, -28998.45
A.D. 2023-Jun-27 00:00:00.0000 TDB, 445766.6, -22949.38, -28954.83
A.D. 2023-Jun-28 00:00:00.0000 TDB, 445770, -22931.62, -28911.2
A.D. 2023-Jun-29 00:00:00.0000 TDB, 445773.4, -22913.86, -28867.58
A.D. 2023-Jun-30 00:00:00.0000 TDB, 445776.8, -22896.09, -28823.96
A.D. 2023-Jul-01 00:00:00.0000 TDB, 445780.2, -22878.32, -28780.34
A.D. 2023-Jul-02 00:00:00.0000 TDB, 445783.7, -22860.54, -28736.72
A.D. 2023-Jul-03 00:00:00.0000 TDB, 445787.1, -22842.77, -28693.09
A.D. 2023-Jul-04 00:00:00.0000 TDB, 445790.5, -22825, -28649.46
A.D. 2023-Jul-05 00:00:00.0000 TDB, 445793.9, -22807.24, -28605.84
A.D. 2023-Jul-06 00:00:00.0000 TDB, 445797.3, -22789.47, -28562.22
A.D. 2023-Jul-07 00:00:00.0000 TDB, 445800.7, -22771.7, -28518.61
A.D. 2023-Jul-08 00:00:00.0000 TDB, 445804, -22753.92, -28474.98
A.D. 2023-Jul-09 00:00:00.0000 TDB, 445807.4, -22736.14, -28431.35
A.D. 2023-Jul-10 00:00:00.0000 TDB, 445810.8, -22718.37, -28387.72
A.D. 2023-Jul-11 00:00:00.0000 TDB, 445814.2, -22700.61, -28344.1
A.D. 2023-Jul-12 00:00:00.0000 TDB, 445817.6, -22682.84, -28300.48
A.D. 2023-Jul-13 00:00:00.0000 TDB, 445820.9, -22665.06, -28256.85
A.D. 2023-Jul-14 00:00:00.0000 TDB, 445824.3, -22647.28, -28213.23
A.D. 2023-Jul-15 00:00:00.0000 TDB, 445827.6, -22629.51, -28169.59
A.D. 2023-Jul-16 00:00:00.0000 TDB, 445831, -22611.74, -28125.96
A.D. 2023-Jul-17 00:00:00.0000 TDB, 445834.3, -22593.97, -28082.34
A.D. 2023-Jul-18 00:00:00.0000 TDB, 445837.6, -22576.2, -28038.72
A.D. 2023-Jul-19 00:00:00.0000 TDB, 445840.9, -22558.42, -27995.09
A.D. 2023-Jul-20 00:00:00.0000 TDB, 445844.3, -22540.64, -27951.46
A.D. 2023-Jul-21 00:00:00.0000 TDB, 445847.6, -22522.86, -27907.83
A.D. 2023-Jul-22 00:00:00.0000 TDB, 445850.9, -22505.09, -27864.2
A.D. 2023-Jul-23 00:00:00.0000 TDB, 445854.3, -22487.32, -27820.57
A.D. 2023-Jul-24 00:00:00.0000 TDB, 445857.5, -22469.55, -27776.95
A.D. 2023-Jul-25 00:00:00.0000 TDB, 445860.9, -22451.77, -27733.32
A.D. 2023-Jul-26 00:00:00.0000 TDB, 445864.2, -22433.99, -27689.68
A.D. 2023-Jul-27 00:00:00.0000 TDB, 445867.4, -22416.21, -27646.05
A.D. 2023-Jul-28 00:00:00.0000 TDB, 445870.8, -22398.44, -27602.42
A.D. 2023-Jul-29 00:00:00.0000 TDB, 445874, -22380.67, -27558.79
A.D. 2023-Jul-30 00:00:00.0000 TDB, 445877.3, -22362.89, -27515.16
A.D. 2023-Jul-31 00:00:00.0000 TDB, 445880.6, -22345.11, -27471.53
A.D. 2023-Aug-01 00:00:00.0000 TDB, 445883.8, -22327.32, -27427.9
A.D. 2023-Aug-02 00:00:00.0000 TDB, 445887.1, -22309.55, -27384.26
A.D. 2023-Aug-03 00:00:00.0000 TDB, 445890.3, -22291.78, -27340.63
A.D. 2023-Aug-04 00:00:00.0000 TDB, 445893.6, -22274, -27297
A.D. 2023-Aug-05 00:00:00.0000 TDB, 445896.8, -22256.23, -27253.37
A.D. 2023-Aug-06 00:00:00.0000 TDB, 445900.1, -22238.44, -27209.74
A.D. 2023-Aug-07 00:00:00.0000 TDB, 445903.3, -22220.66, -27166.1
A.D. 2023-Aug-08 00:00:00.0000 TDB, 445906.6, -22202.88, -27122.46
A.D. 2023-Aug-09 00:00:00.0000 TDB, 445909.8, -22185.1, -27078.83
A.D. 2023-Aug-10 00:00:00.0000 TDB, 445913, -22167.33, -27035.2
A.D. 2023-Aug-11 00:00:00.0000 TDB, 445916.2, -22149.55, -26991.57
A.D. 2023-Aug-12 00:00:00.0000 TDB, 445919.4, -22131.76, -26947.93
A.D. 2023-Aug-13 00:00:00.0000 TDB, 445922.7, -22113.98, -26904.29
A.D. 2023-Aug-14 00:00:00.0000 TDB, 445925.8, -22096.2, -26860.65
A.D. 2023-Aug-15 00:00:00.0000 TDB, 445929.1, -22078.42, -26817.02
A.D. 2023-Aug-16 00:00:00.0000 TDB, 445932.3, -22060.65, -26773.38
A.D. 2023-Aug-17 00:00:00.0000 TDB, 445935.4, -22042.86, -26729.75
A.D. 2023-Aug-18 00:00:00.0000 TDB, 445938.6, -22025.08, -26686.11
A.D. 2023-Aug-19 00:00:00.0000 TDB, 445941.8, -22007.29, -26642.47
A.D. 2023-Aug-20 00:00:00.0000 TDB, 445945, -21989.51, -26598.83
A.D. 2023-Aug-21 00:00:00.0000 TDB, 445948.2, -21971.73, -26555.2
A.D. 2023-Aug-22 00:00:00.0000 TDB, 445951.3, -21953.96, -26511.56
A.D. 2023-Aug-23 00:00:00.0000 TDB, 445954.5, -21936.17, -26467.93
A.D. 2023-Aug-24 00:00:00.0000 TDB, 445957.6, -21918.38, -26424.29
A.D. 2023-Aug-25 00:00:00.0000 TDB, 445960.8, -21900.59, -26380.64
A.D. 2023-Aug-26 00:00:00.0000 TDB, 445963.9, -21882.81, -26337
A.D. 2023-Aug-27 00:00:00.0000 TDB, 445967.1, -21865.04, -26293.36
A.D. 2023-Aug-28 00:00:00.0000 TDB, 445970.2, -21847.26, -26249.73
A.D. 2023-Aug-29 00:00:00.0000 TDB, 445973.3, -21829.47, -26206.09
A.D. 2023-Aug-30 00:00:00.0000 TDB, 445976.4, -21811.68, -26162.45
A.D. 2023-Aug-31 00:00:00.0000 TDB, 445979.5, -21793.89, -26118.8
A.D. 2023-Sep-01 00:00:00.0000 TDB, 445982.7, -21776.11, -26075.16
A.D. 2023-Sep-02 00:00:00.0000 TDB, 445985.8, -21758.33, -26031.52
A.D. 2023-Sep-03 00:00:00.0000 TDB, 445988.9, -21740.55, -25987.88
A.D. 2023-Sep-04 00:00:00.0000 TDB, 445992, -21722.76, -25944.24
A.D. 2023-Sep-05 00:00:00.0000 TDB, 445995.1, -21704.96, -25900.6
A.D. 2023-Sep-06 00:00:00.0000 TDB, 445998.1, -21687.18, -25856.95
A.D. 2023-Sep-07 00:00:00.0000 TDB, 446001.3, -21669.39, -25813.31
A.D. 2023-Sep-08 00:00:00.0000 TDB, 446004.3, -21651.62, -25769.67
A.D. 2023-Sep-09 00:00:00.0000 TDB, 446007.4, -21633.83, -25726.03
A.D. 2023-Sep-10 00:00:00.0000 TDB, 446010.5, -21616.04, -25682.39
A.D. 2023-Sep-11 00:00:00.0000 TDB, 446013.5, -21598.24, -25638.74
A.D. 2023-Sep-12 00:00:00.0000 TDB, 446016.6, -21580.45, -25595.09
A.D. 2023-Sep-13 00:00:00.0000 TDB, 446019.6, -21562.67, -25551.45
A.D. 2023-Sep-14 00:00:00.0000 TDB, 446022.7, -21544.89, -25507.8
A.D. 2023-Sep-15 00:00:00.0000 TDB, 446025.7, -21527.1, -25464.16
A.D. 2023-Sep-16 00:00:00.0000 TDB, 446028.8, -21509.31, -25420.52
A.D. 2023-Sep-17 00:00:00.0000 TDB, 446031.8, -21491.51, -25376.87
A.D. 2023-Sep-18 00:00:00.0000 TDB, 446034.8, -21473.72, -25333.22
A.D. 2023-Sep-19 00:00:00.0000 TDB, 446037.9, -21455.94, -25289.57
A.D. 2023-Sep-20 00:00:00.0000 TDB, 446040.9, -21438.16, -25245.93
A.D. 2023-Sep-21 00:00:00.0000 TDB, 446043.9, -21420.37, -25202.29
A.D. 2023-Sep-22 00:00:00.0000 TDB, 446046.9, -21402.57, -25158.64
A.D. 2023-Sep-23 00:00:00.0000 TDB, 446049.9, -21384.77, -25114.99
A.D. 2023-Sep-24 00:00:00.0000 TDB, 446052.9, -21366.98, -25071.34
A.D. 2023-Sep-25 00:00:00.0000 TDB, 446055.9, -21349.2, -25027.69
A.D. 2023-Sep-26 00:00:00.0000 TDB, 446058.9, -21331.41, -24984.05
A.D. 2023-Sep-27 00:00:00.0000 TDB, 446061.9, -21313.62, -24940.4
A.D. 2023-Sep-28 00:00:00.0000 TDB, 446064.8, -21295.82, -24896.75
A.D. 2023-Sep-29 00:00:00.0000 TDB, 446067.8, -21278.03, -24853.1
A.D. 2023-Sep-30 00:00:00.0000 TDB, 446070.8, -21260.24, -24809.45
A.D. 2023-Oct-01 00:00:00.0000 TDB, 446073.8, -21242.45, -24765.8
A.D. 2023-Oct-02 00:00:00.0000 TDB, 446076.7, -21224.66, -24722.15
A.D. 2023-Oct-03 00:00:00.0000 TDB, 446079.7, -21206.87, -24678.51
A.D. 2023-Oct-04 00:00:00.0000 TDB, 446082.6, -21189.07, -24634.86
A.D. 2023-Oct-05 00:00:00.0000 TDB, 446085.6, -21171.27, -24591.2
A.D. 2023-Oct-06 00:00:00.0000 TDB, 446088.6, -21153.48, -24547.55
A.D. 2023-Oct-07 00:00:00.0000 TDB, 446091.5, -21135.7, -24503.9
A.D. 2023-Oct-08 00:00:00.0000 TDB, 446094.4, -21117.91, -24460.25
A.D. 2023-Oct-09 00:00:00.0000 TDB, 446097.3, -21100.11, -24416.6
A.D. 2023-Oct-10 00:00:00.0000 TDB, 446100.2, -21082.31, -24372.95
A.D. 2023-Oct-11 00:00:00.0000 TDB, 446103.2, -21064.51, -24329.29
A.D. 2023-Oct-12 00:00:00.0000 TDB, 446106.1, -21046.72, -24285.64
A.D. 2023-Oct-13 00:00:00.0000 TDB, 446109, -21028.93, -24241.99
A.D. 2023-Oct-14 00:00:00.0000 TDB, 446111.9, -21011.14, -24198.34
A.D. 2023-Oct-15 00:00:00.0000 TDB, 446114.8, -20993.34, -24154.69
A.D. 2023-Oct-16 00:00:00.0000 TDB, 446117.7, -20975.54, -24111.03
A.D. 2023-Oct-17 00:00:00.0000 TDB, 446120.6, -20957.74, -24067.37
A.D. 2023-Oct-18 00:00:00.0000 TDB, 446123.4, -20939.95, -24023.71
A.D. 2023-Oct-19 00:00:00.0000 TDB, 446126.3, -20922.16, -23980.06
A.D. 2023-Oct-20 00:00:00.0000 TDB, 446129.2, -20904.36, -23936.41
A.D. 2023-Oct-21 00:00:00.0000 TDB, 446132, -20886.56, -23892.76
A.D. 2023-Oct-22 00:00:00.0000 TDB, 446134.9, -20868.76, -23849.1
A.D. 2023-Oct-23 00:00:00.0000 TDB, 446137.8, -20850.96, -23805.44
A.D. 2023-Oct-24 00:00:00.0000 TDB, 446140.6, -20833.16, -23761.79
A.D. 2023-Oct-25 00:00:00.0000 TDB, 446143.5, -20815.38, -23718.13
A.D. 2023-Oct-26 00:00:00.0000 TDB, 446146.3, -20797.58, -23674.48
A.D. 2023-Oct-27 00:00:00.0000 TDB, 446149.1, -20779.77, -23630.83
A.D. 2023-Oct-28 00:00:00.0000 TDB, 446152, -20761.97, -23587.17
A.D. 2023-Oct-29 00:00:00.0000 TDB, 446154.8, -20744.17, -23543.51
A.D. 2023-Oct-30 00:00:00.0000 TDB, 446157.6, -20726.38, -23499.85
A.D. 2023-Oct-31 00:00:00.0000 TDB, 446160.4, -20708.58, -23456.19
A.D. 2023-Nov-01 00:00:00.0000 TDB, 446163.3, -20690.78, -23412.54
A.D. 2023-Nov-02 00:00:00.0000 TDB, 446166.1, -20672.98, -23368.88
A.D. 2023-Nov-03 00:00:00.0000 TDB, 446168.9, -20655.17, -23325.22
A.D. 2023-Nov-04 00:00:00.0000 TDB, 446171.7, -20637.37, -23281.56
A.D. 2023-Nov-05 00:00:00.0000 TDB, 446174.5, -20619.58, -23237.9
A.D. 2023-Nov-06 00:00:00.0000 TDB, 446177.2, -20601.78, -23194.24
A.D. 2023-Nov-07 00:00:00.0000 TDB, 446180, -20583.98, -23150.59
A.D. 2023-Nov-08 00:00:00.0000 TDB, 446182.8, -20566.18, -23106.93
A.D. 2023-Nov-09 00:00:00.0000 TDB, 446185.6, -20548.37, -23063.26
