Date, X, Y, Z
A.D. 2023-Apr-25 00:00:00.0000 TDB, 194852.1, 85951.52, 202541
A.D. 2023-Apr-26 00:00:00.0000 TDB, 194807.7, 85966.6, 202574
A.D. 2023-Apr-27 00:00:00.0000 TDB, 194763.2, 85981.68, 202606.9
A.D. 2023-Apr-28 00:00:00.0000 TDB, 194718.7, 85996.74, 202639.9
A.D. 2023-Apr-29 00:00:00.0000 TDB, 194674.2, 86011.8, 202672.9
A.D. 2023-Apr-30 00:00:00.0000 TDB, 194629.7, 86026.88, 202705.8
A.D. 2023-May-01 00:00:00.0000 TDB, 194585.1, 86041.94, 202738.8
A.D. 2023-May-02 00:00:00.0000 TDB, 194540.6, 86056.99, 202771.7
A.D. 2023-May-03 00:00:00.0000 TDB, 194496.1, 86072.05, 202804.7
A.D. 2023-May-04 00:00:00.0000 TDB, 194451.5, 86087.09, 202837.6
A.D. 2023-May-05 00:00:00.0000 TDB, 194407, 86102.14, 202870.5
A.D. 2023-May-06 00:00:00.0000 TDB, 194362.4, 86117.19, 202903.4
A.D. 2023-May-07 00:00:00.0000 TDB, 194317.8, 86132.23, 202936.3
A.D. 2023-May-08 00:00:00.0000 TDB, 194273.3, 86147.27, 202969.2
A.D. 2023-May-09 00:00:00.0000 TDB, 194228.7, 86162.3, 203002.1
A.D. 2023-May-10 00:00:00.0000 TDB, 194184.1, 86177.33, 203035
A.D. 2023-May-11 00:00:00.0000 TDB, 194139.5, 86192.36, 203067.8
A.D. 2023-May-12 00:00:00.0000 TDB, 194094.9, 86207.38, 203100.7
A.D. 2023-May-13 00:00:00.0000 TDB, 194050.3, 86222.41, 203133.6
A.D. 2023-May-14 00:00:00.0000 TDB, 194005.7, 86237.42, 203166.4
A.D. 2023-May-15 00:00:00.0000 TDB, 193961, 86252.43, 203199.3
A.D. 2023-May-16 00:00:00.0000 TDB, 193916.4, 86267.44, 203232.1
A.D. 2023-May-17 00:00:00.0000 TDB, 193871.8, 86282.45, 203264.9
A.D. 2023-May-18 00:00:00.0000 TDB, 193827.1, 86297.45, 203297.7
A.D. 2023-May-19 00:00:00.0000 TDB, 193782.5, 86312.45, 203330.5
A.D. 2023-May-20 00:00:00.0000 TDB, 193737.8, 86327.45, 203363.3
A.D. 2023-May-21 00:00:00.0000 TDB, 193693.1, 86342.44, 203396.1
A.D. 2023-May-22 00:00:00.0000 TDB, 193648.4, 86357.43, 203428.9
A.D. 2023-May-23 00:00:00.0000 TDB, 193603.7, 86372.41, 203461.7
A.D. 2023-May-24 00:00:00.0000 TDB, 193559, 86387.4, 203494.4
A.D. 2023-May-25 00:00:00.0000 TDB, 193514.3, 86402.38, 203527.2
A.D. 2023-May-26 00:00:00.0000 TDB, 193469.6, 86417.36, 203560
A.D. 2023-May-27 00:00:00.0000 TDB, 193424.9, 86432.34, 203592.7
A.D. 2023-May-28 00:00:00.0000 TDB, 193380.2, 86447.3, 203625.4
A.D. 2023-May-29 00:00:00.0000 TDB, 193335.5, 86462.27, 203658.2
A.D. 2023-May-30 00:00:00.0000 TDB, 193290.7, 86477.23, 203690.9
A.D. 2023-May-31 00:00:00.0000 TDB, 193246, 86492.19, 203723.6
A.D. 2023-Jun-01 00:00:00.0000 TDB, 193201.2, 86507.14, 203756.3
A.D. 2023-Jun-02 00:00:00.0000 TDB, 193156.4, 86522.09, 203789
A.D. 2023-Jun-03 00:00:00.0000 TDB, 193111.7, 86537.05, 203821.7
A.D. 2023-Jun-04 00:00:00.0000 TDB, 193066.9, 86551.98, 203854.3
A.D. 2023-Jun-05 00:00:00.0000 TDB, 193022.1, 86566.93, 203887
A.D. 2023-Jun-06 00:00:00.0000 TDB, 192977.3, 86581.88, 203919.7
A.D. 2023-Jun-07 00:00:00.0000 TDB, 192932.5, 86596.81, 203952.3
A.D. 2023-Jun-08 00:00:00.0000 TDB, 192887.7, 86611.74, 203985
A.D. 2023-Jun-09 00:00:00.0000 TDB, 192842.9, 86626.67, 204017.6
A.D. 2023-Jun-10 00:00:00.0000 TDB, 192798.1, 86641.59, 204050.3
A.D. 2023-Jun-11 00:00:00.0000 TDB, 192753.2, 86656.52, 204082.9
A.D. 2023-Jun-12 00:00:00.0000 TDB, 192708.4, 86671.44, 204115.5
A.D. 2023-Jun-13 00:00:00.0000 TDB, 192663.5, 86686.35, 204148.1
A.D. 2023-Jun-14 00:00:00.0000 TDB, 192618.7, 86701.26, 204180.7
A.D. 2023-Jun-15 00:00:00.0000 TDB, 192573.8, 86716.17, 204213.3
A.D. 2023-Jun-16 00:00:00.0000 TDB, 192529, 86731.08, 204245.9
A.D. 2023-Jun-17 00:00:00.0000 TDB, 192484.1, 86745.98, 204278.5
A.D. 2023-Jun-18 00:00:00.0000 TDB, 192439.2, 86760.88, 204311
A.D. 2023-Jun-19 00:00:00.0000 TDB, 192394.3, 86775.77, 204343.6
A.D. 2023-Jun-20 00:00:00.0000 TDB, 192349.4, 86790.66, 204376.1
A.D. 2023-Jun-21 00:00:00.0000 TDB, 192304.5, 86805.55, 204408.7
A.D. 2023-Jun-22 00:00:00.0000 TDB, 192259.6, 86820.44, 204441.2
A.D. 2023-Jun-23 00:00:00.0000 TDB, 192214.7, 86835.32, 204473.7
A.D. 2023-Jun-24 00:00:00.0000 TDB, 192169.7, 86850.2, 204506.3
